,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponyms,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,user_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
99392,1243852257323606016,2020-03-28T10:47:42,fr,40441483,,,,0.865,-1,UNK,,"[{'label': 'MISC', 'term': 'Confinement by yellow'}, {'label': 'MISC', 'term': 'Enferm'}, {'label': 'LOC', 'term': 'Gueliz Plaza'}, {'label': 'LOC', 'term': 'Marrakesh'}, {'label': 'ORG', 'term': 'Morocco'}]","[31.63341735, -8.00839127]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,"['Gueliz Plaza', 'Marrakesh']","['MA', 'MA']","['UNK', 'UNK']","['Pachalik de Marrakech', 'Pachalik de Marrakech']","['Marrakesh', 'Marrakesh']",31.63341735,-8.00839127
99403,1243853197967589381,2020-03-28T10:51:26,fr,40441483,,,,0.598,0,UNK,,"[{'label': 'MISC', 'term': 'Confinement by yellow'}, {'label': 'MISC', 'term': 'Enferm'}, {'label': 'LOC', 'term': 'Gueliz Plaza'}, {'label': 'LOC', 'term': 'Marrakesh'}, {'label': 'ORG', 'term': 'Morocco'}]","[31.63341735, -8.00839127]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,"['Gueliz Plaza', 'Marrakesh']","['MA', 'MA']","['UNK', 'UNK']","['Pachalik de Marrakech', 'Pachalik de Marrakech']","['Marrakesh', 'Marrakesh']",31.63341735,-8.00839127
99412,1243853859560271878,2020-03-28T10:54:04,fr,40441483,,,,0.598,0,UNK,,"[{'label': 'MISC', 'term': 'Confinement by yellow'}, {'label': 'MISC', 'term': 'Enferm'}, {'label': 'LOC', 'term': 'Gueliz Plaza'}, {'label': 'LOC', 'term': 'Marrakesh'}, {'label': 'ORG', 'term': 'Morocco'}]","[31.63341735, -8.00839127]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,"['Gueliz Plaza', 'Marrakesh']","['MA', 'MA']","['UNK', 'UNK']","['Pachalik de Marrakech', 'Pachalik de Marrakech']","['Marrakesh', 'Marrakesh']",31.63341735,-8.00839127
99842,1243896722838949888,2020-03-28T13:44:23,und,40441483,,,,0.564,0,UNK,,"[{'label': 'NORP', 'term': 'Enferm'}, {'label': 'CARDINAL', 'term': '19'}]","[31.63500823, -8.01626168]",MA,,Pachalik de Marrakech,Marrakesh,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.63500823,-8.01626168
99849,1243897351468703745,2020-03-28T13:46:53,und,40441483,,,,0.564,0,UNK,,"[{'label': 'NORP', 'term': 'Enferm'}, {'label': 'CARDINAL', 'term': '19'}]","[31.63500823, -8.01626168]",MA,,Pachalik de Marrakech,Marrakesh,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.63500823,-8.01626168
99859,1243897883755249665,2020-03-28T13:49:00,und,40441483,,,,0.564,0,UNK,,"[{'label': 'NORP', 'term': 'Enferm'}, {'label': 'CARDINAL', 'term': '19'}]","[31.63500823, -8.01626168]",MA,,Pachalik de Marrakech,Marrakesh,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.63500823,-8.01626168
100166,1243928788309868547,2020-03-28T15:51:48,es,107089324,,,,0.506,0,PER,M,"[{'label': 'MISC', 'term': 'La F'}, {'label': 'PERSON', 'term': 'Dios Recuerda'}, {'label': 'MISC', 'term': 'FFF Aqui'}]","[33.58228811, -7.63739177]",MA,,préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا,arrondissement d'El Maarif مقاطعة المعاريف,"[[[-7.661346, 33.549119], [-7.661346, 33.591088], [-7.610821, 33.591088], [-7.610821, 33.549119]]]",MA,,Pachalik de Casablanca,arrondissement d'El Maarif مقاطعة المعاريف,"Casablanca, Marruecos ",MA,,,,['Venezuela'],['VE'],['UNK'],['UNK'],['UNK'],,,,,,33.58228811,-7.63739177
100723,1243980981616496640,2020-03-28T19:19:12,ar,1094889003231444992,,,,0.497,-1,PER,M,,"[29.68267237, -9.7103664]",MA,,Pachalik de Tiznit باشوية تزنيت,Tiznit,"[[[-9.769342, 29.640074], [-9.769342, 29.731578], [-9.655295, 29.731578], [-9.655295, 29.640074]]]",MA,,Pachalik de Tiznit باشوية تزنيت,Tiznit,"Tiznit, Royaume du Maroc",MA,,Pachalik de Tiznit باشوية تزنيت,Tiznit,,,,,,,,,,,29.68267237,-9.7103664
101224,1244029573500731393,2020-03-28T22:32:17,en,415681131,,,,0.436,0,PER,M,"[{'label': 'DATE', 'term': '2006'}, {'label': 'ORG', 'term': 'lesborjsdelakasbahluxuryhotel corona'}, {'label': 'ORG', 'term': 'leJasmin Marrakech medina'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],,,,,,31.61319751,-7.98609373
104198,1244351776565805056,2020-03-29T19:52:37,en,1106620143902302210,,,,0.813,-1,UNK,,"[{'label': 'NORP', 'term': 'coronavirusoutbreak'}, {'label': 'PERSON', 'term': 'Majid minimanosd'}, {'label': 'GPE', 'term': 'Saudi Arabia'}]","[33.242, -8.5071]",MA,,,El Jadida,"[[[-8.54365, 33.203903], [-8.54365, 33.264319], [-8.459141, 33.264319], [-8.459141, 33.203903]]]",MA,,,El Jadida,,,,,,"['Rabat', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",['Saudi Arabia'],['SA'],['UNK'],['UNK'],['UNK'],33.242,-8.5071
104327,1244362328352739330,2020-03-29T20:34:32,en,181416534,,,,0.444,0,PER,F,"[{'label': 'GPE', 'term': 'Japan'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'GPE', 'term': 'Millbury'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[42.19388889, -71.76055556]",US,Massachusetts,Worcester County,,"[[[-71.798748, 42.141316], [-71.798748, 42.237923], [-71.724739, 42.237923], [-71.724739, 42.141316]]]",US,Massachusetts,Worcester County,,ma,MA,,,,,,,,,"['Japan', 'Millbury', 'Massachusetts']","['JP', 'US', 'US']","['UNK', 'Massachusetts', 'Massachusetts']","['UNK', 'Worcester County', 'UNK']","['UNK', 'UNK', 'UNK']",42.19388889,-71.76055556
104417,1244370933109800961,2020-03-29T21:08:44,en,1303615753,,,,0.497,-1,PER,F,,"[34.24254278, -6.55511956]",MA,,Pachalik de Kenitra باشوية القنيطرة,Kenitra,"[[[-6.652803, 34.206959], [-6.652803, 34.310202], [-6.511017, 34.310202], [-6.511017, 34.206959]]]",MA,,Pachalik de Kenitra باشوية القنيطرة,Kenitra,,,,,,,,,,,,,,,,34.24254278,-6.55511956
104721,1244398955347099648,2020-03-29T23:00:05,es,1689240224,,,,0.811,0,PER,F,"[{'label': 'ORG', 'term': 'YOMEQUEDOENCASA'}, {'label': 'LOC', 'term': 'Posadas'}, {'label': 'LOC', 'term': 'Misiones'}]","[-27.3856, -55.9191]",AR,Misiones,,Posadas,"[[[-55.959513, -27.45917], [-55.959513, -27.350172], [-55.859909, -27.350172], [-55.859909, -27.45917]]]",AR,Misiones,,Posadas,Arg,MA,,cercle d'Asni,,,,,,,"['Posadas', 'Misiones']","['AR', 'PY']","['Misiones', 'Misiones']","['UNK', 'UNK']","['Posadas', 'UNK']",-27.3856,-55.9191
105681,1244538463195709440,2020-03-30T08:14:26,fr,299975670,,,,0.743,1,PER,M,"[{'label': 'ORG', 'term': 'M3arif Casablanca'}]","[33.58228811, -7.63739177]",MA,,préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا,arrondissement d'El Maarif مقاطعة المعاريف,"[[[-7.661346, 33.549119], [-7.661346, 33.591088], [-7.610821, 33.591088], [-7.610821, 33.549119]]]",MA,,Pachalik de Casablanca,arrondissement d'El Maarif مقاطعة المعاريف,maroc,MA,,,,,,,,,,,,,,33.58228811,-7.63739177
106026,1244580256901718017,2020-03-30T11:00:31,en,101788903,,,,0.683,0,PER,F,"[{'label': 'CARDINAL', 'term': '26'}, {'label': 'PERSON', 'term': 'LockDown'}, {'label': 'ORG', 'term': 'MissingYou'}, {'label': 'CARDINAL', 'term': '9'}, {'label': 'CARDINAL', 'term': '8D5E'}]","[31.62099962, -7.99721039]",MA,,Pachalik de Marrakech,arrondissement de Marrakech-Medina مراكش المدينة,"[[[-8.002419, 31.61341], [-8.002419, 31.645412], [-7.969285, 31.645412], [-7.969285, 31.61341]]]",MA,,Pachalik de Marrakech,arrondissement de Marrakech-Medina مراكش المدينة,"Marrakech, Morocco",MA,,Pachalik de Marrakech,,,,,,,,,,,,31.62099962,-7.99721039
106355,1244608365877133313,2020-03-30T12:52:12,en,484090322,,,,0.566,1,PER,M,"[{'label': 'CARDINAL', 'term': '29'}, {'label': 'ORG', 'term': 'Covid SocialDistancing'}, {'label': 'ORG', 'term': 'FTL'}, {'label': 'GPE', 'term': 'The Beach Sunrise'}]","[26.13814298, -80.10279388]",US,Florida,Broward County,Fort Lauderdale,"[[[-80.20811, 26.080935], [-80.20811, 26.219801], [-80.090235, 26.219801], [-80.090235, 26.080935]]]",US,Florida,Broward County,Fort Lauderdale,33304,MA,,Pachalik de Outat El Haj,,['Fort Lauderdale'],['US'],['Florida'],['Broward County'],['Fort Lauderdale'],['The Beach Sunrise'],['AU'],['Queensland'],['UNK'],['UNK'],26.13814298,-80.10279388
106370,1244609484879691776,2020-03-30T12:56:39,en,484090322,,,,0.587,1,PER,M,"[{'label': 'ORG', 'term': 'SocialDistancing F iFOLA FortLauderdale'}, {'label': 'ORG', 'term': 'FTL'}]","[26.12031483, -80.14700342]",US,Florida,Broward County,Fort Lauderdale,"[[[-80.20811, 26.080935], [-80.20811, 26.219801], [-80.090235, 26.219801], [-80.090235, 26.080935]]]",US,Florida,Broward County,Fort Lauderdale,33304,MA,,Pachalik de Outat El Haj,,['Fort Lauderdale'],['US'],['Florida'],['Broward County'],['Fort Lauderdale'],,,,,,26.12031483,-80.14700342
106704,1244638417293660163,2020-03-30T14:51:37,en,970887692,,,,0.609,1,PER,F,"[{'label': 'DATE', 'term': 'a new week'}, {'label': 'CARDINAL', 'term': '8'}, {'label': 'PERSON', 'term': 'allinthistogether'}, {'label': 'CARDINAL', 'term': '19'}]","[42.7603, -71.0319]",US,Massachusetts,Essex County,,"[[[-71.058697, 42.731086], [-71.058697, 42.782759], [-70.985121, 42.782759], [-70.985121, 42.731086]]]",US,Massachusetts,Essex County,,MA,MA,,,,,,,,,,,,,,42.7603,-71.0319
106748,1244642377513525256,2020-03-30T15:07:21,en,73363930,,,,0.817,0,PER,M,"[{'label': 'EVENT', 'term': 'THE STORM STAYHOMEFESTIVAL MIX'}, {'label': 'WORK_OF_ART', 'term': '36A Bed Sweet Bed'}]","[33.57607592, -7.65097088]",MA,,Pachalik de Casablanca,Casablanca,"[[[-7.700175, 33.504159], [-7.700175, 33.58242], [-7.642801, 33.58242], [-7.642801, 33.504159]]]",MA,,préfecture d'arrondissement de Hay Hassani,arrondissement de Hay Hassani مقاطعة الحي الحسني,Casablanca,MA,,,,,,,,,,,,,,33.57607592,-7.65097088
107471,1244705040067067904,2020-03-30T19:16:21,es,107089324,,,,0.473,1,PER,M,"[{'label': 'MISC', 'term': 'CULO'}, {'label': 'ORG', 'term': 'EEE'}]","[33.5942, -7.6193]",MA,,Pachalik de Casablanca,Casablanca,"[[[-7.63981, 33.582683], [-7.63981, 33.620683], [-7.579696, 33.620683], [-7.579696, 33.582683]]]",MA,,Pachalik de Casablanca,Casablanca,"Casablanca, Marruecos ",MA,,,,['Venezuela'],['VE'],['UNK'],['UNK'],['UNK'],,,,,,33.5942,-7.6193
107806,1244733441742188545,2020-03-30T21:09:13,fr,40441483,,,,0.477,0,UNK,,"[{'label': 'PERSON', 'term': 'Enferm'}, {'label': 'ORG', 'term': 'Marrakesh'}, {'label': 'ORG', 'term': 'Morocco'}]","[31.63341735, -8.00839127]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.63341735,-8.00839127
107846,1244736235039592455,2020-03-30T21:20:19,und,40441483,,,,0.475,0,UNK,,"[{'label': 'PERSON', 'term': 'veut vivre libre Enferm'}, {'label': 'PERSON', 'term': 'Jemaa El Fna'}]","[31.63500823, -8.01626168]",MA,,Pachalik de Marrakech,Marrakesh,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.63500823,-8.01626168
108902,1244870819198701569,2020-03-31T06:15:06,en,16865542,,,,0.705,1,PER,F,"[{'label': 'ORG', 'term': 'Manong bossman frisco ss'}, {'label': 'PERSON', 'term': 'sonny s'}, {'label': 'PERSON', 'term': 'Lol'}, {'label': 'ORDINAL', 'term': 'first'}, {'label': 'PERSON', 'term': 'funtimes quarantineandchill stayhome'}]","[32.33418445, -6.36137366]",MA,,Pachalik de Beni Mellal,Beni Mellal,"[[[-6.419619, 32.301479], [-6.419619, 32.367932], [-6.310781, 32.367932], [-6.310781, 32.301479]]]",MA,,Pachalik de Beni Mellal,Beni Mellal,,,,,,,,,,,,,,,,32.33418445,-6.36137366
109279,1244920101012471815,2020-03-31T09:30:56,en,101788903,,,,0.559,1,PER,F,"[{'label': 'ORG', 'term': 'Memories'}, {'label': 'ORG', 'term': 'StaySafe'}, {'label': 'CARDINAL', 'term': '9'}, {'label': 'CARDINAL', 'term': '8D5E'}]","[31.62099962, -7.99721039]",MA,,Pachalik de Marrakech,arrondissement de Marrakech-Medina مراكش المدينة,"[[[-8.002419, 31.61341], [-8.002419, 31.645412], [-7.969285, 31.645412], [-7.969285, 31.61341]]]",MA,,Pachalik de Marrakech,arrondissement de Marrakech-Medina مراكش المدينة,"Marrakech, Morocco",MA,,Pachalik de Marrakech,,,,,,,,,,,,31.62099962,-7.99721039
109448,1244934275427962880,2020-03-31T10:27:15,fr,360698512,,,,0.815,0,PER,M,"[{'label': 'MISC', 'term': 'coronavirus explore like tendance message Oujda'}]","[34.6871, -1.9121]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,"[[[-1.9652, 34.644211], [-1.9652, 34.742276], [-1.852947, 34.742276], [-1.852947, 34.644211]]]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,"Oujda Angad, Oriental",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,,,,,,,,,,,34.6871,-1.9121
110802,1245048471595425793,2020-03-31T18:01:02,en,595480443,,,,0.772,1,UNK,,"[{'label': 'GPE', 'term': 'Attleboro'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[41.9457, -71.2868]",US,Massachusetts,Bristol County,Attleboro,"[[[-71.381702, 41.8932], [-71.381702, 41.985356], [-71.206616, 41.985356], [-71.206616, 41.8932]]]",US,Massachusetts,Bristol County,Attleboro,MA,MA,,,,,,,,,"['Attleboro', 'Massachusetts']","['US', 'US']","['Massachusetts', 'Massachusetts']","['Bristol County', 'UNK']","['Attleboro', 'UNK']",41.9457,-71.2868
111852,1245128800427335681,2020-03-31T23:20:14,en,4204506411,,,,0.857,1,GPE,,"[{'label': 'TIME', 'term': 'this evening'}]","[30.51139972, -9.6792984]",MA,,cercle d'Agadir-Atlantique,,"[[[-9.6909, 30.465406], [-9.6909, 30.583023], [-9.528544, 30.583023], [-9.528544, 30.465406]]]",MA,,cercle d'Agadir-Atlantique,,"Tamraght, Morocco",MA,,cercle d'Agadir-Atlantique,,"['Surf Camp', 'Yoga Retreat']","['PH', 'TH']","['Eastern Samar', 'Surat Thani Province']","['UNK', 'UNK']","['UNK', 'UNK']",,,,,,30.51139972,-9.6792984
112733,1245254971806932998,2020-04-01T07:41:35,en,70372404,,,,0.635,1,PER,F,"[{'label': 'TIME', 'term': 'morning'}, {'label': 'WORK_OF_ART', 'term': 'this Live to Love the Road'}, {'label': 'PERSON', 'term': 'Frigiliana'}]","[36.79107, -3.8951]",ES,Andalusia,La Axarquía,,"[[[-3.932771, 36.757783], [-3.932771, 36.844815], [-3.847402, 36.844815], [-3.847402, 36.757783]]]",ES,Andalusia,La Axarquía,,"Tagounite, Royaume du Maroc",MA,,cercle de Zagora,,,,,,,,,,,,36.79107,-3.8951
113196,1245301755992100865,2020-04-01T10:47:29,ar,2778837381,,,,0.592,0,PER,M,"[{'label': 'CARDINAL', 'term': '21'}, {'label': 'GPE', 'term': 'Casablanca'}, {'label': 'GPE', 'term': 'Morocco'}]","[33.5942, -7.6193]",MA,,Pachalik de Casablanca,Casablanca,"[[[-7.63981, 33.582683], [-7.63981, 33.620683], [-7.579696, 33.620683], [-7.579696, 33.582683]]]",MA,,Pachalik de Casablanca,Casablanca,Casablanca,MA,,,,,,,,,"['Casablanca', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",33.5942,-7.6193
113544,1245331925126000642,2020-04-01T12:47:22,en,772722302081503232,,,,0.78,1,GPE,,"[{'label': 'FAC', 'term': 'Tour Morocco'}]","[34.024532, -6.8264936]",MA,,pachalik de Rabat,Hassan حسان,"[[[-6.86848, 34.002811], [-6.86848, 34.03783], [-6.806392, 34.03783], [-6.806392, 34.002811]]]",MA,,pachalik de Rabat,Hassan حسان,"Rabat, Morocco",MA,,,,"['Morocco', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",['Tour Morocco'],['MA'],['UNK'],['Pachalik de Casablanca'],['Casablanca'],34.024532,-6.8264936
115339,1245463336369692672,2020-04-01T21:29:33,it,501160585,,,,0.925,-1,CARDINAL,,"[{'label': 'ORG', 'term': 'Marrakech'}]","[31.6333, -8]",MA,,Pachalik de Marrakech,Marrakesh,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,,,,,,,,,,,,,,,,31.6333,-8.0
117448,1245684583107948544,2020-04-02T12:08:42,en,456795446,,,,0.721,1,UNK,,"[{'label': 'ORDINAL', 'term': 'First'}]","[42.19989349, -70.95548847]",US,Massachusetts,Norfolk County,,"[[[-70.981, 42.135383], [-70.981, 42.263363], [-70.914583, 42.263363], [-70.914583, 42.135383]]]",US,Massachusetts,Norfolk County,,"Avon, MA",MA,,Pachalik du Fes,arrondissement d'Agdal أكدال,,,,,,,,,,,42.19989349,-70.95548847
118653,1245773812748169217,2020-04-02T18:03:16,en,65386810,,,,0.858,-1,ORG,,"[{'label': 'ORG', 'term': 'CoronaVirus'}, {'label': 'GPE', 'term': 'Lawrence'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,['Lawrence'],['US'],['South Dakota'],['Lawrence County'],['UNK'],42.7068,-71.1636
119240,1245808783068200960,2020-04-02T20:22:14,en,97495614,,,,0.719,0,ORG,,"[{'label': 'ORG', 'term': 'Your House Live Stream'}, {'label': 'DATE', 'term': 'Apr 18'}, {'label': 'CARDINAL', 'term': '9'}]","[44.15253213, -72.5981195]",US,Vermont,Washington County,,"[[[-72.625573, 44.234872], [-72.625573, 44.312702], [-72.544556, 44.312702], [-72.544556, 44.234872]]]",US,Vermont,Washington County,Montpelier,Morocco Casablanca,MA,,,,,,,,,,,,,,44.15253213,-72.5981195
119253,1245809625536040960,2020-04-02T20:25:35,en,951992106,,,,0.729,1,UNK,,"[{'label': 'CARDINAL', 'term': '204'}]","[42.1458, -71.519]",US,Massachusetts,Worcester County,,"[[[-71.57581, 42.116846], [-71.57581, 42.191514], [-71.477878, 42.191514], [-71.477878, 42.116846]]]",US,Massachusetts,Worcester County,,MA ,MA,,,,,,,,,,,,,,42.1458,-71.519
120784,1245959518879485952,2020-04-03T06:21:12,en,37745574,,,,0.49,0,PER,M,"[{'label': 'PERSON', 'term': 'Sean Stephenson Heres'}, {'label': 'NORP', 'term': 'Turks'}]","[21.79729179, -72.18138262]",TC,,Providenciales,,"[[[-72.482309, 21.170036], [-72.482309, 21.973612], [-71.08259, 21.973612], [-71.08259, 21.170036]]]",TC,,,,ma,MA,,,,,,,,,,,,,,21.79729179,-72.18138262
121052,1245992295733833732,2020-04-03T08:31:27,fr,360698512,,,,0.431,-1,PER,M,"[{'label': 'LOC', 'term': 'Afrique'}, {'label': 'MISC', 'term': 'Eto o france'}, {'label': 'ORG', 'term': 'Morocco'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,"Oujda Angad, Oriental",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,,,,,,,,,,,32.0,-6.0
121079,1245996582425825281,2020-04-03T08:48:29,fr,360698512,,,,0.661,0,PER,M,"[{'label': 'LOC', 'term': 'Afrique'}, {'label': 'ORG', 'term': 'Eto Marocco Oujda'}]","[34.6867, -1.91139]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,"[[[-1.9652, 34.644211], [-1.9652, 34.742276], [-1.852947, 34.742276], [-1.852947, 34.644211]]]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,"Oujda Angad, Oriental",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,,,,,,,,,,,34.6867,-1.91139
122261,1246090183105077248,2020-04-03T15:00:25,en,1088575215918026752,,,,0.574,0,UNK,,"[{'label': 'GPE', 'term': 'US'}, {'label': 'NORP', 'term': 'Scottish'}, {'label': 'QUANTITY', 'term': '6472334FEVERY'}, {'label': 'DATE', 'term': 'Sunday 12 12 40pm'}]","[32.33418445, -6.36137366]",MA,,Pachalik de Beni Mellal,Beni Mellal,"[[[-6.419619, 32.301479], [-6.419619, 32.367932], [-6.310781, 32.367932], [-6.310781, 32.301479]]]",MA,,Pachalik de Beni Mellal,Beni Mellal,,,,,,,,,,,['US'],['US'],['UNK'],['UNK'],['UNK'],32.33418445,-6.36137366
122372,1246098485285273600,2020-04-03T15:33:24,en,65386810,,,,0.555,1,ORG,,"[{'label': 'CARDINAL', 'term': '555'}, {'label': 'ORG', 'term': 'CoronaVirus'}, {'label': 'GPE', 'term': 'Lawrence'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,['Lawrence'],['US'],['South Dakota'],['Lawrence County'],['UNK'],42.7068,-71.1636
125289,1246409976081313793,2020-04-04T12:11:10,en,65386810,,,,0.781,0,ORG,,,"[42.7003209, -71.15404467]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,,,,,,42.7003209,-71.15404467
125561,1246432646009405440,2020-04-04T13:41:15,en,1555223142,,,,0.731,0,PER,F,"[{'label': 'ORG', 'term': 'marrakech musicproducer art'}, {'label': 'PERSON', 'term': 'producerlife producergang beatclub'}, {'label': 'NORP', 'term': 'scottstorchofficial'}, {'label': 'ORG', 'term': 'flstudio follow4followback'}, {'label': 'PERSON', 'term': 'tbt covid'}]","[31.62193, -8.00077]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,Marrakech,MA,,Pachalik de Marrakech,,,,,,,,,,,,31.62193,-8.00077
126724,1246537486542745601,2020-04-04T20:37:50,en,1537048638,,,,0.36,1,PER,F,"[{'label': 'ORG', 'term': 'nigeria tundeednut photography camo camoflauge nigerianarmy military'}]","[32.33418445, -6.36137366]",MA,,Pachalik de Beni Mellal,Beni Mellal,"[[[-6.419619, 32.301479], [-6.419619, 32.367932], [-6.310781, 32.367932], [-6.310781, 32.301479]]]",MA,,Pachalik de Beni Mellal,Beni Mellal,,,,,,,,,,,,,,,,32.33418445,-6.36137366
