,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponym,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,User_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
196413,1223491026201063425,2020-02-01T06:19:26,en,1316862031,,,,0.817,-1,UNK,,"[{'label': 'ORG', 'term': 'Factbox Airlines'}, {'label': 'GPE', 'term': 'China'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],52.232222,21.008333
207754,1223497592732037123,2020-02-01T06:45:32,en,1043099688,,,,0.771,-1,PER,M,"[{'label': 'CARDINAL', 'term': 'at least 259'}, {'label': 'CARDINAL', 'term': 'more than 11,700'}, {'label': 'GPE', 'term': 'China'}, {'label': 'CARDINAL', 'term': 'more than a dozen'}]","[45.45432044, 9.19471562]",IT,Lombardy,Milan,Milan,"[[[9.040628, 45.386726], [9.040628, 45.535964], [9.278045, 45.535964], [9.278045, 45.386726]]]",IT,Lombardy,Milan,,,,,,,"['Refractive Surgery', 'Macula', 'Retina']","['IN', 'OM', 'ES']","['Maharashtra', 'Ash Sharqiyah South', 'Castile and León']","['Aurangabad', 'UNK', 'Ávila']","['Aurangabad', 'UNK', 'UNK']",['China'],['CN'],['UNK'],['UNK'],['UNK'],45.45432044,9.19471562
208451,1223497981069934593,2020-02-01T06:47:04,en,1043099688,,,,0.437,0,PER,M,"[{'label': 'NORP', 'term': 'Chinese'}, {'label': 'GPE', 'term': 'Wuhan'}]","[45.48138889, 9.17666667]",IT,Lombardy,Milan,Milan,"[[[9.040628, 45.386726], [9.040628, 45.535964], [9.278045, 45.535964], [9.278045, 45.386726]]]",IT,Lombardy,Milan,,,,,,,"['Refractive Surgery', 'Macula', 'Retina']","['IN', 'OM', 'ES']","['Maharashtra', 'Ash Sharqiyah South', 'Castile and León']","['Aurangabad', 'UNK', 'Ávila']","['Aurangabad', 'UNK', 'UNK']",['Wuhan'],['CN'],['Hubei'],"[""Jiang'an District""]",['Wuhan'],45.48138889,9.17666667
212152,1223500175315959808,2020-02-01T06:55:47,en,50659402,,,,0.593,0,PER,M,"[{'label': 'PERSON', 'term': 'Pangontra kay Corona'}, {'label': 'GPE', 'term': 'Pagadian City'}]","[7.82118, 123.43643]",PH,Zamboanga del Sur,,,"[[[123.213768, 7.784762], [123.213768, 7.966294], [123.488208, 7.966294], [123.488208, 7.784762]]]",PH,Zamboanga del Sur,,Pagadian,"Makati City, Philippines",PH,,,Makati,,,,,,['Pagadian City'],['PH'],['Zamboanga del Sur'],['UNK'],['Pagadian'],7.82118,123.43643
213047,1223500666322280448,2020-02-01T06:57:45,en,118597325,,,,0.838,1,PER,F,"[{'label': 'ORG', 'term': 'KL2020 Gospel and Culture Conference'}, {'label': 'COVID-Entity', 'term': 'Corona Virus'}]","[3.16831628, 101.69188184]",MY,,,Kuala Lumpur,"[[[101.668232, 3.104906], [101.668232, 3.192155], [101.742378, 3.192155], [101.742378, 3.104906]]]",MY,,,Kuala Lumpur,"Jakarta, Indonesia",ID,,,Jakarta Special Capital Region,,,,,,,,,,,3.16831628,101.69188184
215574,1223502124799016960,2020-02-01T07:03:32,en,208056970,,,,0.478,0,PER,F,"[{'label': 'ORG', 'term': 'UTC'}, {'label': 'ORG', 'term': 'THVN'}, {'label': 'GPE', 'term': 'China'}, {'label': 'GPE', 'term': 'Hong Kong'}, {'label': 'DATE', 'term': 'the third day'}, {'label': 'EVENT', 'term': 'the Lunar New Year'}]","[13.76598429, 100.67705078]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,"[[[100.658652, 13.730883], [100.658652, 13.798185], [100.71656, 13.798185], [100.71656, 13.730883]]]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['China', 'Hong Kong']","['CN', 'CN']","['UNK', 'Hong Kong']","['UNK', 'UNK']","['UNK', 'UNK']",13.76598429,100.67705078
216856,1223502889450164226,2020-02-01T07:06:35,en,14974210,,,,0.647,0,PER,M,,"[38.3719, -97.6622]",US,Kansas,McPherson County,,"[[[-97.70368, 38.35104], [-97.70368, 38.400169], [-97.621063, 38.400169], [-97.621063, 38.35104]]]",US,Kansas,McPherson County,,Hutchinson Kansas,US,Kansas,Reno County,Hutchinson,,,,,,,,,,,38.3719,-97.6622
218923,1223504087242723328,2020-02-01T07:11:20,en,126202218,,,,0.609,0,PER,F,"[{'label': 'GPE', 'term': 'Beijing'}, {'label': 'DATE', 'term': 'today'}, {'label': 'PERSON', 'term': 'staycalm beijinglife'}, {'label': 'GPE', 'term': 'Beijing'}, {'label': 'GPE', 'term': 'China'}]","[39.9289, 116.388]",CN,,,Xicheng District,"[[[115.421372, 39.43277], [115.421372, 41.05999], [117.501099, 41.05999], [117.501099, 39.43277]]]",CN,,,,"Beijing,China",CN,,,Beijing,,,,,,"['Beijing', 'Beijing', 'China']","['CN', 'CN', 'CN']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']","['Beijing', 'Beijing', 'UNK']",39.9289,116.388
220221,1223504920365670401,2020-02-01T07:14:39,en,78354118,,,,0.54,1,PER,F,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}]","[22.31879012, 113.93447103]",CN,Hong Kong,Islands District,,"[[[113.81813, 22.146512], [113.81813, 22.346553], [114.310344, 22.346553], [114.310344, 22.146512]]]",CN,Hong Kong,,,Winnipeg Manitoba CANADA ,CA,Manitoba,,Winnipeg,,,,,,,,,,,22.31879012,113.93447103
222593,1223506327873425409,2020-02-01T07:20:14,en,495492878,,,,0.787,0,PER,F,"[{'label': 'LOC', 'term': 'Oceans Edge Resort'}]","[12.09052079, 121.9317627]",PH,Romblon,San Jose,,"[[[121.910303, 12.03122], [121.910303, 12.097022], [121.961985, 12.097022], [121.961985, 12.03122]]]",PH,Romblon,San Jose,,"San Antonio Bay, Ibiza",KR,,Seo-gu,Daejeon,,,,,,['Oceans Edge Resort'],['AU'],['Victoria'],['UNK'],['Melbourne'],12.09052079,121.9317627
224929,1223507715663679488,2020-02-01T07:25:45,en,78354118,,,,0.687,0,PER,F,"[{'label': 'PRODUCT', 'term': 'NOVEL CORONA'}, {'label': 'CARDINAL', 'term': '0'}, {'label': 'DATE', 'term': '2019'}, {'label': 'CARDINAL', 'term': '1'}]","[22.31879012, 113.93447103]",CN,Hong Kong,Islands District,,"[[[113.81813, 22.146512], [113.81813, 22.346553], [114.310344, 22.346553], [114.310344, 22.146512]]]",CN,Hong Kong,,,Winnipeg Manitoba CANADA ,CA,Manitoba,,Winnipeg,,,,,,,,,,,22.31879012,113.93447103
226886,1223508921010122752,2020-02-01T07:30:33,en,2373691687,,,,0.51,0,ORG,,"[{'label': 'ORG', 'term': 'Coronavirus Outbreak Google Launches'}, {'label': 'ORG', 'term': 'SOS'}]","[12.9366966, 100.9309878]",TH,Chon Buri Province,,,"[[[100.663119, 12.771393], [100.663119, 13.086652], [101.102689, 13.086652], [101.102689, 12.771393]]]",TH,Chon Buri Province,,,"Pattaya, Thailand",TH,Chon Buri Province,,Pattaya,,,,,,,,,,,12.9366966,100.9309878
228134,1223509678577147904,2020-02-01T07:33:33,en,1316862031,,,,0.577,0,UNK,,"[{'label': 'PERSON', 'term': 'aljazeera China'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,,,,,,52.232222,21.008333
230481,1223511183212367872,2020-02-01T07:39:32,en,1316862031,,,,0.815,-1,UNK,,"[{'label': 'GPE', 'term': 'China'}, {'label': 'CARDINAL', 'term': '259'}, {'label': 'GPE', 'term': 'U S'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,"['China', 'U S']","['CN', 'US']","['UNK', 'Wisconsin']","['UNK', 'Langlade County']","['UNK', 'UNK']",52.232222,21.008333
232412,1223512371022438400,2020-02-01T07:44:15,en,13704172,,,,0.812,0,CARDINAL,,"[{'label': 'ORG', 'term': 'Wutang'}, {'label': 'ORG', 'term': 'Mavis Farmacy'}, {'label': 'ORG', 'term': 'Ecology Lab'}]","[37.58988308, -81.10803193]",US,West Virginia,Mercer County,,"[[[-82.644739, 37.201483], [-82.644739, 40.638802], [-77.71893, 40.638802], [-77.71893, 37.201483]]]",US,West Virginia,,,FEMA District III,PH,,,Quezon City,,,,,,,,,,,37.58988308,-81.10803193
234872,1223513871333371904,2020-02-01T07:50:13,en,899558900776681473,,,,0.519,0,PER,F,"[{'label': 'ORG', 'term': 'saftyfirst safedentistry'}]","[18.5105209, 73.8620987]",IN,Maharashtra,,Pune,"[[[73.803107, 18.457165], [73.803107, 18.584363], [73.965657, 18.584363], [73.965657, 18.457165]]]",IN,Maharashtra,,,"Pune, India",IN,Maharashtra,,,,,,,,,,,,,18.5105209,73.8620987
241045,1223517531589099521,2020-02-01T08:04:46,en,944123512272306176,,,,0.564,0,ORG,,"[{'label': 'ORG', 'term': 'SRINAGAR'}, {'label': 'GPE', 'term': 'Jammu'}, {'label': 'LOC', 'term': 'Kashmir'}, {'label': 'GPE', 'term': 'China'}]","[33.45, 76.24]",IN,Jammu and Kashmir,Atholi (Paddar),,"[[[72.529465, 32.27554], [72.529465, 37.07827], [80.328644, 37.07827], [80.328644, 32.27554]]]",IN,Jammu and Kashmir,,,Jammu And Kashmir,IN,Jammu and Kashmir,,,['Ladakh'],['IN'],['Ladakh'],['UNK'],['UNK'],"['Jammu', 'Kashmir', 'China']","['IN', 'IR', 'CN']","['Jammu and Kashmir', 'UNK', 'UNK']","['Jammu Division', 'Kashmar County', 'UNK']","['Jammu', 'Kashmar', 'UNK']",33.45,76.24
241251,1223517648555847680,2020-02-01T08:05:13,en,199097426,,,,0.752,0,PER,M,"[{'label': 'ORG', 'term': 'W U H A'}, {'label': 'GPE', 'term': 'Sydney'}, {'label': 'GPE', 'term': 'Australia'}]","[-33.86751, 151.20797]",AU,New South Wales,,Sydney,"[[[150.520929, -34.118347], [150.520929, -33.578141], [151.343021, -33.578141], [151.343021, -34.118347]]]",AU,New South Wales,,,"Sydney , Australia",AU,New South Wales,,,,,,,,"['Sydney', 'Australia']","['AU', 'AU']","['New South Wales', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",-33.86751,151.20797
243527,1223518889943764993,2020-02-01T08:10:09,en,17666340,,,1.2231339715270287e+18,0.892,0,PER,F,"[{'label': 'DATE', 'term': 'February 1'}, {'label': 'TIME', 'term': '9 00am'}]","[-6.23665127, 106.76955565]",ID,,,Jakarta Special Capital Region,"[[[106.725732, -6.29548], [106.725732, -6.213698], [106.781645, -6.213698], [106.781645, -6.29548]]]",ID,,,Jakarta Special Capital Region,"Jakarta, Indonesia",ID,,,Jakarta Special Capital Region,,,,,,,,,,,-6.23665127,106.76955565
247973,1223521450432389120,2020-02-01T08:20:20,en,264880429,,,,0.682,-1,CARDINAL,,"[{'label': 'ORG', 'term': 'Islam'}, {'label': 'PERSON', 'term': 'Prophet'}]","[31.5497, 74.3436]",PK,Punjab,,Lahore,"[[[74.267586, 31.451222], [74.267586, 31.612417], [74.449387, 31.612417], [74.449387, 31.451222]]]",PK,Punjab,,Lahore,Pakistan,PK,,,,['Pakistan'],['PK'],['UNK'],['UNK'],['UNK'],,,,,,31.5497,74.3436
251921,1223523708591050752,2020-02-01T08:29:18,en,1094921571750182912,,,,0.578,-1,PER,M,"[{'label': 'NORP', 'term': 'Chinese'}, {'label': 'CARDINAL', 'term': '2'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'China'}]","[30.5833, 114.267]",CN,Hubei,Jianghan District,万松街道,"[[[108.376083, 29.054997], [108.376083, 33.266266], [116.13472, 33.266266], [116.13472, 29.054997]]]",CN,Hubei,,,Malaysia,MY,,,,,,,,,"['Wuhan', 'China']","['CN', 'CN']","['Hubei', 'UNK']","[""Jiang'an District"", 'UNK']","['Wuhan', 'UNK']",30.5833,114.267
252856,1223524233558532096,2020-02-01T08:31:23,en,721676348754935808,,,,0.461,-1,UNK,,"[{'label': 'ORG', 'term': 'CoronaVirus CoronaVirus'}, {'label': 'GPE', 'term': 'China'}, {'label': 'ORG', 'term': 'Nigeria Government'}, {'label': 'ORG', 'term': 'dem'}]","[-43.5447599, 172.65741]",NZ,Canterbury,Christchurch City,Linwood-Central-Heathcote Community,"[[[172.361529, -43.901673], [172.361529, -43.38989], [173.130204, -43.38989], [173.130204, -43.901673]]]",NZ,Canterbury,Christchurch City,,"Abuja, Nigeria",NG,Federal Capital Territory,Municipal Area Council,Abuja,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],-43.5447599,172.65741
255481,1223525783471370243,2020-02-01T08:37:33,en,14928639,,,,0.665,0,UNK,,"[{'label': 'GPE', 'term': 'h1n1 Fremantle'}]","[-32.0575, 115.7432]",AU,Western Australia,City of Fremantle,,"[[[115.617614, -32.675715], [115.617614, -31.624486], [116.239023, -31.624486], [116.239023, -32.675715]]]",AU,Western Australia,City of Perth,Perth,,,,,,,,,,,,,,,,-32.0575,115.7432
263426,1223530562188533761,2020-02-01T08:56:32,en,191092262,,,,0.765,-1,UNK,,"[{'label': 'PERSON', 'term': 'Stigma Coronavirus'}, {'label': 'ORG', 'term': 'Student at Irish university'}, {'label': 'GPE', 'term': 'China'}]","[45.75975883, -73.56725453]",CA,Quebec,Les Moulins,,"[[[-73.700164, 45.716103], [-73.700164, 45.821364], [-73.526116, 45.821364], [-73.526116, 45.716103]]]",CA,Quebec,Les Moulins,,,,,,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],45.75975883,-73.56725453
265180,1223531622915506177,2020-02-01T09:00:45,en,1203759721,,,,0.419,0,PER,M,"[{'label': 'LOC', 'term': 'holden queensland vb'}, {'label': 'ORG', 'term': 'Joe s Diner Eagle Farm'}]","[-27.42919335, 153.0941564]",AU,Queensland,,Brisbane City,"[[[152.668523, -27.767441], [152.668523, -26.996845], [153.31787, -26.996845], [153.31787, -27.767441]]]",AU,Queensland,,Brisbane City,"Canberra, Australia",AU,,,Canberra,,,,,,['holden queensland vb'],['AU'],['Queensland'],['UNK'],['UNK'],-27.42919335,153.0941564
276746,1223538523581702145,2020-02-01T09:28:10,en,4852523121,,,,0.46,0,PER,M,"[{'label': 'GPE', 'term': 'Nanjing'}, {'label': 'DATE', 'term': 'the past 2019'}]","[31.99552949, 118.69931795]",CN,Jiangsu,,建邺区,"[[[116.377296, 30.761387], [116.377296, 35.11277], [121.92656, 35.11277], [121.92656, 30.761387]]]",CN,Jiangsu,,,M China,CN,Zhejiang,,Wenzhou,,,,,,['Nanjing'],['CN'],['Jiangsu'],['UNK'],['Nanjing City'],31.99552949,118.69931795
281846,1223541654839160832,2020-02-01T09:40:37,en,250564143,,,,0.877,-1,UNK,,"[{'label': 'NORP', 'term': 'coronavirusoutbreak'}, {'label': 'PERSON', 'term': 'ironia sdrammatizziamo sdrammatizzare'}, {'label': 'PERSON', 'term': 'marcopolo cina'}, {'label': 'GPE', 'term': 'Italy'}]","[43, 12]",IT,Umbria,Perugia,,"[[[11.932847, 42.861482], [11.932847, 43.023596], [12.06312, 43.023596], [12.06312, 42.861482]]]",IT,Umbria,Perugia,,Milano,IT,Lombardy,Milan,,,,,,,['Italy'],['IT'],['UNK'],['UNK'],['UNK'],43.0,12.0
282319,1223541968204156928,2020-02-01T09:41:52,en,159169701,,,,0.74,-1,UNK,,"[{'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'Singapore'}, {'label': 'GPE', 'term': 'Toa'}]","[1.33223235, 103.84847831]",SG,,Central,Singapore,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",SG,,,,SG,SG,,,,,,,,,"['Wuhan', 'Singapore', 'Toa']","['CN', 'SG', 'TO']","['Hubei', 'UNK', 'UNK']","[""Jiang'an District"", 'UNK', 'UNK']","['Wuhan', 'UNK', 'UNK']",1.33223235,103.84847831
282962,1223542380101586944,2020-02-01T09:43:30,en,19564157,,,,0.959,-1,PER,M,"[{'label': 'PERSON', 'term': 'coronavirusoutbreak brexit'}, {'label': 'ORG', 'term': 'vneck ppe Belfast'}, {'label': 'GPE', 'term': 'N Ireland'}]","[54.59211873, -5.97117885]",GB,Northern Ireland,,Belfast,"[[[-6.036116, 54.543241], [-6.036116, 54.648497], [-5.82071, 54.648497], [-5.82071, 54.543241]]]",GB,Northern Ireland,,Belfast,"Belfast, Northern Ireland",GB,Northern Ireland,,Belfast,,,,,,['N Ireland'],['IE'],['UNK'],['UNK'],['Dublin'],54.59211873,-5.97117885
285223,1223543838553395200,2020-02-01T09:49:18,en,1524723956,,,,0.919,0,PER,F,"[{'label': 'PERSON', 'term': 'preguntas respuestas'}, {'label': 'GPE', 'term': 'Madrid'}, {'label': 'GPE', 'term': 'Spain'}]","[40.4, -3.68333]",ES,Community of Madrid,,Madrid,"[[[-3.889005, 40.312071], [-3.889005, 40.643518], [-3.51801, 40.643518], [-3.51801, 40.312071]]]",ES,Community of Madrid,,,Madrid,ES,Community of Madrid,,,,,,,,"['Madrid', 'Spain']","['ES', 'ES']","['Community of Madrid', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",40.4,-3.68333
292513,1223548411946758146,2020-02-01T10:07:28,en,1164502039600271360,,,,0.668,-1,UNK,,"[{'label': 'ORG', 'term': 'Saucey Podcast Studios'}]","[30.4959761, -81.6035962]",US,Florida,Duval County,Jacksonville,"[[[-81.831217, 30.381439], [-81.831217, 30.586234], [-81.316712, 30.586234], [-81.316712, 30.381439]]]",US,Florida,Duval County,Jacksonville,"Jacksonville, FL",US,Florida,Duval County,Jacksonville,,,,,,,,,,,30.4959761,-81.6035962
301492,1223554168050343936,2020-02-01T10:30:20,en,173025823,,,,0.856,-1,NORP,,"[{'label': 'PERSON', 'term': 'Onething'}]","[51.21955, 4.38519]",BE,Antwerp,Antwerp,Antwerp,"[[[4.218084, 51.143464], [4.218084, 51.377649], [4.498296, 51.377649], [4.498296, 51.143464]]]",BE,Antwerp,,,Belgium,BE,,,,,,,,,,,,,,51.21955,4.38519
305493,1223556789066784768,2020-02-01T10:40:45,en,871744007193239552,,,,0.763,1,ORG,,"[{'label': 'NORP', 'term': 'countrys'}, {'label': 'ORG', 'term': 'CoronaVirus'}, {'label': 'FAC', 'term': 'Dambulla Rock Temple'}]","[7.8559947, 80.65031057]",LK,Central Province,,,"[[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]",LK,,,,Sri Lanka,LK,,,,,,,,,['Dambulla Rock Temple'],['LK'],['Central Province'],['UNK'],['UNK'],7.8559947,80.65031057
311454,1223560536677388288,2020-02-01T10:55:39,en,384788773,,,,0.731,-1,PER,M,"[{'label': 'PERSON', 'term': 'Marsellus Wallace'}, {'label': 'ORDINAL', 'term': 'fifth'}]","[51.4986, -0.0757]",GB,England,,London,"[[[-0.111476, 51.419425], [-0.111476, 51.509947], [-0.029731, 51.509947], [-0.029731, 51.419425]]]",GB,England,,London,London,GB,England,,London,,,,,,,,,,,51.4986,-0.0757
324861,1223568895979741184,2020-02-01T11:28:52,en,33832826,,,,0.622,1,PER,M,"[{'label': 'PERSON', 'term': 'Koko MC'}, {'label': 'PERSON', 'term': 'Corona jadi'}, {'label': 'TIME', 'term': 'This evening'}]","[-7.260116, 112.734968]",ID,East Java,,Surabaya,"[[[112.712871, -7.293866], [112.712871, -7.25774], [112.736542, -7.25774], [112.736542, -7.293866]]]",ID,East Java,,Surabaya,"ÜT 7 315651,112 76068",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,-7.260116,112.734968
331898,1223573326683103235,2020-02-01T11:46:28,en,26459538,,,,0.867,-1,PER,M,"[{'label': 'PERSON', 'term': 'Coronavirus coronaA'}]","[51.574, -1.151]",GB,England,Oxfordshire,South Oxfordshire,"[[[-1.163482, 51.56667], [-1.163482, 51.580324], [-1.134227, 51.580324], [-1.134227, 51.56667]]]",GB,England,Oxfordshire,South Oxfordshire,,,,,,,,,,,,,,,,51.574,-1.151
335257,1223575481938628608,2020-02-01T11:55:02,en,191092262,,,,0.801,-1,UNK,,"[{'label': 'NORP', 'term': 'Chinese'}, {'label': 'GPE', 'term': 'Ireland'}, {'label': 'ORG', 'term': 'The Immigrant Council of Ireland'}, {'label': 'ORG', 'term': 'The World Health Organisation'}]","[45.75975883, -73.56725453]",CA,Quebec,Les Moulins,,"[[[-73.700164, 45.716103], [-73.700164, 45.821364], [-73.526116, 45.821364], [-73.526116, 45.716103]]]",CA,Quebec,Les Moulins,,,,,,,,,,,,['Ireland'],['IE'],['UNK'],['UNK'],['UNK'],45.75975883,-73.56725453
341537,1223579479492251649,2020-02-01T12:10:55,en,53541705,,,,0.631,0,PER,M,"[{'label': 'DATE', 'term': '1 Feb 2020'}, {'label': 'ORG', 'term': 'WuhanVirus'}, {'label': 'DATE', 'term': 'normal days'}, {'label': 'ORG', 'term': 'Netflix'}, {'label': 'ORG', 'term': 'FaceMask'}]","[22.28409287, 114.15835013]",CN,Hong Kong,,Hong Kong Island,"[[[114.109911, 22.252085], [114.109911, 22.301655], [114.169855, 22.301655], [114.169855, 22.252085]]]",CN,Hong Kong,,,"Paddington, London",GB,England,,Westminster,,,,,,,,,,,22.28409287,114.15835013
344286,1223581060463841280,2020-02-01T12:17:12,en,73672052,,,,0.836,0,UNK,,,"[55.852472, -4.309626]",GB,Scotland,Glasgow City,Glasgow,"[[[-4.393285, 55.796184], [-4.393285, 55.920421], [-4.090218, 55.920421], [-4.090218, 55.796184]]]",GB,Scotland,Glasgow City,Glasgow,"46 869100,103 848242",US,Georgia,Treutlen County,,,,,,,,,,,,55.852472,-4.309626
350834,1223585026337435649,2020-02-01T12:32:58,en,33978037,,,,0.685,-1,PER,F,"[{'label': 'DATE', 'term': 'tomorrow'}, {'label': 'ORG', 'term': 'corona East Grinstead Rugby Football Club'}]","[51.10699641, -0.02555739]",GB,England,West Sussex,Mid Sussex,"[[[-1.957296, 50.574606], [-1.957296, 52.196285], [1.451788, 52.196285], [1.451788, 50.574606]]]",GB,England,,,"Eaton Socon, England",GB,England,Cambridgeshire,Huntingdonshire,,,,,,,,,,,51.10699641,-0.02555739
355102,1223587669168611329,2020-02-01T12:43:28,en,1288410030,,,,0.392,0,PER,M,"[{'label': 'PERSON', 'term': 'Jesus'}, {'label': 'ORG', 'term': 'cryF'}, {'label': 'GPE', 'term': 'Yangzhou'}, {'label': 'GPE', 'term': 'Jiangsu Province'}]","[32.38596, 119.369503]",CN,Jiangsu,,Yangzhou City,"[[[116.377296, 30.761387], [116.377296, 35.11277], [121.92656, 35.11277], [121.92656, 30.761387]]]",CN,Jiangsu,,,"Pretoria, South Africa",ZA,Gauteng,City of Tshwane Metropolitan Municipality,Pretoria,,,,,,"['Yangzhou', 'Jiangsu Province']","['CN', 'KR']","['Jiangsu', 'UNK']","['UNK', 'UNK']","['Yangzhou City', 'Seogwipo-si']",32.38596,119.369503
361778,1223591748452016128,2020-02-01T12:59:40,en,91412713,,,1.2235892148658995e+18,0.761,-1,UNK,,"[{'label': 'GPE', 'term': 'China'}]","[11.9416748, 108.4338297]",VN,Lâm Đồng Province,,Dalat,"[[[107.265625, 11.212205], [107.265625, 12.31808], [108.729292, 12.31808], [108.729292, 11.212205]]]",VN,Lâm Đồng Province,,,ἰD,GR,"Peloponnese, Western Greece and the Ionian",Corfu Regional Unit,Corfu,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],11.9416748,108.4338297
362541,1223592182579372032,2020-02-01T13:01:24,en,1316862031,,,,0.667,0,UNK,,"[{'label': 'PERSON', 'term': 'liveleak Videos Related'}, {'label': 'GPE', 'term': 'Corona Virus Outbreak'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'China'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,"['Wuhan', 'China']","['CN', 'CN']","['Hubei', 'UNK']","[""Jiang'an District"", 'UNK']","['Wuhan', 'UNK']",52.232222,21.008333
363434,1223592713783611392,2020-02-01T13:03:30,en,170253441,,,,0.447,0,UNK,,"[{'label': 'DATE', 'term': 'today'}, {'label': 'ORG', 'term': 'fruitstagram tweegram statigram webstagram'}, {'label': 'GPE', 'term': 'hokou township'}, {'label': 'PERSON', 'term': 'hsin chu'}, {'label': 'GPE', 'term': 'taiwan'}]","[24.87159735, 121.01440494]",TW,Taiwan Province,Hsinchu County,,"[[[120.931833, 24.427554], [120.931833, 24.946304], [121.412351, 24.946304], [121.412351, 24.427554]]]",TW,Taiwan Province,Hsinchu County,,"US 3 110140,101 637137",DK,Capital Region of Denmark,,Copenhagen,,,,,,"['hokou township', 'taiwan']","['JP', 'TW']","['UNK', 'UNK']","['UNK', 'UNK']","['Bunkyo', 'UNK']",24.87159735,121.01440494
